All ingredients in cryoprotective solution,DMSO usage,Cooling rate,Viability,Recovery,Doubling time,Comments about method,Comments about results,Source (DOI link),Protective protein type,Protective protein concentration,Non-reducing sugar type,Non-reducing sugar concentration,PEG weight,PEG concentration,Alternative CPA type,Alternative CPA concentration,Basal medium,DMSO_pct,Ethylene_Glycol_pct,Ethylene_Glycol_mM,Propylene_Glycol_pct,Glycerol_pct,Trehalose_mM,Sucrose_mM,Glucose_mM,Mannitol_mM,Raffinose_mM,FBS_pct,FCS_pct,Human_Serum_pct,HSA_pct,BSA_pct,Albumin_pct,PVP_pct,PEG_pct,HES_pct,Dextran_pct,Ficoll_pct,Taurine_mM,Ectoine_pct,Proline_pct,Isoleucine_mM,Creatine_mM,Methylcellulose_pct,ROCKi_uM,S1P_uM,Polyampholyte_mgml,COOH_PLL_pct,Sericin_pct,Betaine_pct,cooling_min_rate_C_per_min,cooling_max_rate_C_per_min,cooling_avg_rate_C_per_min,cooling_method,cooling_controlled,Viability_numeric,Recovery_numeric
"Equilibration Solution: 20% Ethylene Glycol (EG), 20% Fetal Bovine Serum (FBS), in DPBS",0%,"Vitrification: Rapid cooling by plunging into liquid nitrogen (~2500°C/min to 5000°C/min), exact rate not specified","Post-thaw: 84.3 ± 3.2% (Mean ± SD, n=10), assessed by Trypan Blue staining","Post-thaw: Retained fibroblast-like morphology, proliferation up to Passage 14 (30-31 doublings), maintained expression of MSC markers (CD44, CD49d, CD59, CD90, CD105, HLA-ABC) and ESC markers (Oct-4, TRA-1-60, SSEA-3, SSEA-4), differentiated into osteoblasts, adipocytes, and chondrocytes","Post-thaw: Average 3.4 days (Passage 3 to 14), comparable to non-cryopreserved HAMs (3.3 days)","HAMs isolated from 10 human placentas (Cesarean section) with IRB approval, treated with trypsin and collagenase/DNase, cultured in DMEM-LG with 10% FBS; vitrification with two-step exposure (20% EG for 5 min, then 40% EG + 18% Ficoll 70 + 0.3 M sucrose for 40 s), plunged into liquid nitrogen in cryovials, stored for 2 weeks, thawed in 37°C water bath with stepwise sucrose dilution; viability assessed by Trypan Blue, morphology and proliferation monitored to Passage 14, surface antigens (CD31, CD34, CD44, etc.) analyzed by flow cytometry, ESC markers (Oct-4, Nestin, etc.) by RT-PCR and immunocytochemistry, differentiation (osteogenic, adipogenic, chondrogenic) evaluated with Von Kossa, Oil Red O, and Alcian Blue staining; statistical analysis with χ² test (p<0.05).","Vitrification yielded 84.3 ± 3.2% viability, preserving fibroblast-like morphology, proliferation (doubling time 3.4 days), and MSC/ESC marker expression (CD44, CD90, Oct-4, TRA-1-60) post-thaw; cells differentiated into osteoblasts (CBFA-1), adipocytes (LPL), and chondrocytes (Decorin) similarly to non-cryopreserved controls; EG-based solution (EFS 40) outperformed slow freezing and combinations with DMSO/PROH, with Ficoll 70 enhancing permeation; limitations include short 2-week storage and potential contamination risks from liquid nitrogen.",10.1093/humrep/den202,,,,,,,,,,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,5000.0,3750.0,controlled_rate,1,0.032,
"Vitrification Solution: 40% Ethylene Glycol (EG), 18% Ficoll 70, 0.3 M Sucrose, 20% FBS, in DPBS",0%,"Thawing: Rapid warming in 37°C water bath, exact rate not specified","Post-thaw: 84.3 ± 3.2% (Mean ± SD, n=10), assessed by Trypan Blue staining","Post-thaw: Retained fibroblast-like morphology, proliferation up to Passage 14 (30-31 doublings), maintained expression of MSC markers (CD44, CD49d, CD59, CD90, CD105, HLA-ABC) and ESC markers (Oct-4, TRA-1-60, SSEA-3, SSEA-4), differentiated into osteoblasts, adipocytes, and chondrocytes","Post-thaw: Average 3.4 days (Passage 3 to 14), comparable to non-cryopreserved HAMs (3.3 days)",,,10.1093/humrep/den202,,,,,,,,,,0.0,0.4,,,,,300.0,,,,0.2,,,,,,,,,,0.18,,,,,,,,,,,,,,,,slow_freeze,0,0.032,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"6% Hydroxyethyl Starch, 20% DMSO, in 50 mL cell suspension (final 10% DMSO)",10%,"Controlled-rate freezing at -1°C/min to -80°C, then gas-phase liquid nitrogen storage",Not Mentioned,Not Mentioned,Not mentioned ,"HPC collected from 94 patients (2013–2022) via apheresis, platelet depletion, volume reduction, cryopreserved with 10% DMSO + 6% HES in EVA bags, controlled-rate freezing (MiniDigitcool), stored in gas-phase LN2; microbiological testing negative",,10.1186/s12967-022-03703-1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,controlled_rate,1,,
"6% Hydroxyethyl Starch (1:1 dilution with thawed bag), processed via Sepax-2 S100 SmartWash program",Residual DMSO removed (>95% reduction),Not Mentioned,"CD34+ viability: 78% (68–85%) (Run 1), 78% (72–85%) (Run 2); CD45+ viability: 79% (65–84%) (Run 1), 80% (67–84%) (Run 2)","CD34+ cell recovery: 75% (66–83%) (Run 1), 73% (64–79%) (Run 2); maintained functionality (CFU-GM for allogeneic grafts)",Not mentioned ,"Thawing with Smart-Max (9 min static + 1 min dynamic at 37°C), 1:1 dilution with 6% HES, Sepax-2 S100 SmartWash to concentrate 2 bags into 1 (150 mL), same day, same operator, 3–4 h interval (n=45); CD34+/CD45+ viability via flow cytometry (Stem-Kit, ISCT protocol), CFU-GM assay for allogeneic; Mann-Whitney, Bland-Altman analysis (p≤0.05, GraphPad Prism 5)","Comparable CD34+ recovery (75% vs. 73%, p=0.54) and viability (CD34+ 78% vs. 78%, CD45+ 79% vs. 80%, p=0.85/0.59), bias near 0% (Bland-Altman); recovery linked to initial product quality",10.1186/s12967-022-03703-1,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.78,0.75
"6% Hydroxyethyl Starch (1:1 dilution with thawed bag), processed via Sepax-2 S100 SmartWash program",Residual DMSO removed (>95% reduction),Not Mentioned,"CD34+ viability: 84% (77–92%) (Run 1), 85% (80–90%) (Run 2); CD45+ viability: 79% (67–87%) (Run 1), 78% (65–86%) (Run 2)","CD34+ cell recovery: 77% (68–85%) (Run 1), 77% (70–84%) (Run 2); maintained functionality (CFU-GM for allogeneic grafts)",Not mentioned ,"Thawing with Smart-Max (9 min static + 1 min dynamic at 37°C), 1:1 dilution with 6% HES, Sepax-2 S100 SmartWash to concentrate 2 bags into 1 (150 mL), different days, different operators (n=49); CD34+/CD45+ viability via flow cytometry (Stem-Kit, ISCT protocol), CFU-GM assay for allogeneic; Mann-Whitney, Bland-Altman analysis (p≤0.05, GraphPad Prism 5)","Comparable CD34+ recovery (77% vs. 77%, p=0.74) and viability (CD34+ 84% vs. 85%, CD45+ 79% vs. 78%, p=0.95/0.69), bias near 0% (Bland-Altman); recovery linked to initial product quality",10.1186/s12967-022-03703-1,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.84,0.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"10% Glycerol, 2:1 DMEM/HAM F12, 10% FBS, 4 mM L-glutamine, 50 μg/mL penicillin-streptomycin, 5 μg/mL insulin, 0.4 μg/mL hydrocortisone, 0.18 mM adenine, 8.1 μg/mL cholera toxin, 2 nM triiodothyronine, 10 ng/mL EGF",0%,"Slow rate-controlled cooling using isopropanol freezing container (Mr. Frosty) to -20°C for 24h, then liquid nitrogen","60.6% ± 7.9% (post-thaw, assessed by trypan blue)","Maintained clonogenic capacity (CFE 17.0% ± 0.1% clonogenic, 3.6% ± 1.2% abortive), proliferative capacity (CCD 45 ± 7.6 doublings), and differentiation (p63α 33.1% ± 21.7% at P3, 21.0% ± 7.0% at P5; K19 63.8% ± 17.9% at P3, 65.5% ± 12.3% at P5)",Not mentioned ,"Conjunctival cells from 3 cadaveric donors (36–79 years) isolated by trypsin/EDTA, cultured on 3T3-J2 feeder layer, cryopreserved in 0.5 mL 10% glycerol solution with culture medium, slow cooling (Mr. Frosty) to -20°C for 24h then liquid nitrogen for 30 days; viability by trypan blue, quality tests (CFE, CCD, immunohistochemistry) over 6 passages; statistical analysis with two-tailed t-test (p<0.05, SPSS v24)","Viability 60.6% ± 7.9%, lower than DMSO (p=0.001); maintained proliferative (CCD 45 ± 7.6), clonogenic (CFE 17.0% ± 0.1%), and differentiation capacity (p63α, K19 unchanged, p≥0.05)",10.1089/bio.2020.0091,,,,,,,,,,0.0,,,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,controlled_rate,1,0.606,0.17
"CryoStor CS10 (10% DMSO, serum-free), 2:1 DMEM/HAM F12, 10% FBS, 4 mM L-glutamine, 50 μg/mL penicillin-streptomycin, 5 μg/mL insulin, 0.4 μg/mL hydrocortisone, 0.18 mM adenine, 8.1 μg/mL cholera toxin, 2 nM triiodothyronine, 10 ng/mL EGF",10%,"Slow rate-controlled cooling using isopropanol freezing container (Mr. Frosty) to -20°C for 24h, then liquid nitrogen","79.9% ± 7.0% (post-thaw, assessed by trypan blue)","Maintained clonogenic capacity (CFE 16.4% ± 0.9% clonogenic, 3.2% ± 0.8% abortive), proliferative capacity (CCD 47 ± 3.3 doublings), and differentiation (p63α 20.1% ± 11.4% at P3, 22.9% ± 21.7% at P5; K19 68.9% ± 10.1% at P3, 64.0% ± 12.5% at P5)",Not mentioned ,"Conjunctival cells from 3 cadaveric donors (36–79 years) isolated by trypsin/EDTA, cultured on 3T3-J2 feeder layer, cryopreserved in 0.5 mL CryoStor CS10 (10% DMSO) with culture medium, slow cooling (Mr. Frosty) to -20°C for 24h then liquid nitrogen for 30 days; viability by trypan blue, quality tests (CFE, CCD, immunohistochemistry) over 6 passages; statistical analysis with two-tailed t-test (p<0.05, SPSS v24)","Viability 79.9% ± 7.0%, higher than glycerol (p=0.001); maintained proliferative (CCD 47 ± 3.3), clonogenic (CFE 16.4% ± 0.9%), and differentiation capacity (p63α, K19 unchanged, p≥0.05)",10.1089/bio.2020.0091,,,,,,,,,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,controlled_rate,1,0.799,0.16399999999999998
Culture medium (2:1 DMEM/HAM F12 with supplements),,Rapid thawing at 37°C,Not Mentioned,Not Mentioned,Not mentioned ,"Rapid thawing at 37°C, centrifugation at 112×g for 5 min, resuspension in culture medium",,10.1089/bio.2020.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"95% FBS, 5% DMSO",5%,-1 ◦C/min to −80 ◦C,68.50%,Not measured ,Not measured ,The cells were thawed at 37C. Cell viability was measured by TC20 automated cell counter using 0.4% tryphan blue.,"DMSO and Ethylene glycol showed equal efficeincy, and addition of sucrose does not significantly affect post-thaw viability. Glycerol not efficient, however the addition of sucrose does imporve performance.",10.1007/s10517-021-05187-3,,,,,,,,,,0.05,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.685,
"92.5% FBS, 7.5% DMSO",7.50%,-1 ◦C/min to −80 ◦C,69.50%,Not measured ,Not measured ,,,,,,,,,,,,,0.075,,,,,,,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.695,
"90% FBS, 10% DMSO",10%,-1 ◦C/min to −80 ◦C,73.50%,Not measured ,Not measured ,,,,,,,,,,,,,0.1,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.735,
"95% FBS, 5% DMSO + 0.2M sucrose",5%,-1 ◦C/min to −80 ◦C,70%,Not measured ,Not measured ,,,,,,,,,,,,,0.05,,,,,,200.0,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.7,
"92.5% FBS, 7.5% DMSO + 0.2M sucrose",7.50%,-1 ◦C/min to −80 ◦C,71%,Not measured ,Not measured ,,,,,,,,,,,,,0.075,,,,,,200.0,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.71,
"90% FBS, 10% DMSO + 0.2M sucrose",10%,-1 ◦C/min to −80 ◦C,73.10%,Not measured ,Not measured ,,,,,,,,,,,,,0.1,,,,,,200.0,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.731,
"95% FBS, 5% Ethylene Glycol",0%,-1 ◦C/min to −80 ◦C,69.60%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.05,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.696,
"92.5% FBS, 7.5% Ethylene Glycol",0%,-1 ◦C/min to −80 ◦C,72%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.075,,,,,,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.72,
"90% FBS, 10% Ethylene Glycol",0%,-1 ◦C/min to −80 ◦C,73.80%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.1,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.738,
"95% FBS, 5% Ethylene Glycol + 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,68.20%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.05,,,,,200.0,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.682,
"92.5% FBS, 7.5% Ethylene Glycol + 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,73%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.075,,,,,200.0,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.73,
"90% FBS, 10% Ethylene Glycol + 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,74.90%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,0.1,,,,,200.0,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.7490000000000001,
"95% FBS, 5% Glycerol",0%,-1 ◦C/min to −80 ◦C,42.40%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.05,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.424,
"92.5% FBS, 7.5% Glycerol",0%,-1 ◦C/min to −80 ◦C,47.60%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.075,,,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.47600000000000003,
"90% FBS, 10% Glycerol",0%,-1 ◦C/min to −80 ◦C,52.10%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.1,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.521,
"95% FBS, 5% Glycerol + 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,50.30%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.05,,200.0,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.503,
"92.5% FBS, 7.5% Glycerol + 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,55.30%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.075,,200.0,,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.5529999999999999,
"90% FBS, 10% Glycerol+ 0.2M sucrose",0%,-1 ◦C/min to −80 ◦C,69.00%,Not measured ,Not measured ,,,,,,,,,,,,,0.0,,,,0.1,,200.0,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.69,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
50 mg/ml P1 (PEG−PA; 5000−500) in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,70%,Not measured ,"PEG−PA block copolymers were synthesized via the ring-opening polymerization of N-carboxy anhydrides of L-alanine initiated by α-amino-ω-methoxy PEG. Post thaw, the cells were counted using trypan blue staining.  The cell recovery values at 24 h after plating were calculated by multiplying cell recovery after thawing and optical density at 450 nm at 24 h after plating",the PEG−PA (5000−500) block copolymer is suggested to be a promising antifreezing cryoprotectant for stem cells,https://doi.org/10.1021/acsami.1c09933,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.7
50 mg/ml P1(45) (PEG−PA; 5000−500) in DMEM ,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,87%,Not measured ,Thawed at 45C,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.87
50 mg/ml P2 (PEG−PA; 5000−760) in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,50%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.5
30 mg/ml P3(PEG−PA; 5000−1750) in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,20%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.2
50 mg/ml P4 (PEG−PA; 1000−750) in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,15%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.15
50 mg/ml PEG 5000 in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,35%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.35
50 mg/ml PEG 1000 in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,17%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.17
30 mg/ml 80% Hydrolysed PVA in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,10%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.1
30 mg/ml 100% Hydrolysed PVA in DMEM,0%,-1 ◦C/min to −80 ◦C then transferred to liquid nitrogen at -196°C,Not reported ,12%,Not measured ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"2% human serum (HS), 10% DMSO, CSSC medium (DMEM low glucose + MCDB-201 mixture, supplemented with 2% HS, EGF, PDGF-BB, ITS, ascorbic acid-2-phosphate, dexamethasone, penicillin-streptomycin, gentamicin)",10%,-1°C/min to 80°C and stay overnight then to -196°C,88.0 ± 0.8% (immediately post-thaw),not mention,1.0 ± 0.1 days (at passage 3),Trypan blue exclusion test and Ki-67 immunofluorescence staining were used to assess the properties of Cell viability and Proliferation.,"The result showed all three groups maintained the CSSCs morphology and stem cell phenotype, higher viability and the anti-inflammatory function was not lost. The optimal cryoprotectant is 4% human serum (HS), 10% DMSO, CSSC medium.",10.1089/ten.TEC.2019.0195,,,,,,,,,,0.1,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.008,
"4% human serum (HS)+10% DMSO, CSSC medium (same composition as above)",10%,-1°C/min to 80°C and stay overnight then to -196°C,92.7 ± 1.3% (immediately post-thaw),not mention,1.0 ± 0.1 days (at passage 3),,,,,,,,,,,,,0.1,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.013000000000000001,
90% human serum (HS)+10% DMSO,10%,-1°C/min to 80°C and stay overnight then to -196°C,90.0 ± 1.4% (immediately post-thaw),not mention,1.0 ± 0.1 days (at passage 3),,,,,,,,,,,,,0.1,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.013999999999999999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"10%DMSO+10% Dulbecco’s modified Eagle’s medium/F12 Ham’s, 80% FBS",10%,not explicited mentioned but finally store at 196°C,81.10%,not mention,not mention,Trypan blue exclusion test with hemocytometer counting for viability test and Colony-forming unit (CFU) assays was testing the differentiation potential.,"The result showed the optimal cell concentration was 0.5×10⁶ cells/mL and protocol is 10% DMSO, 10% Dulbecco’s modified Eagle’s medium/F12 Ham’s, 80%FBS which got 81.1% viability eventually.",10.1002/term.35,,,,,,,,,,0.1,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.8109999999999999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
α-MEM with 0.2M Sucrose ,0%,-1°C/min to 80°C and stay overnight then to -196°C,45%,not mention,Not mention,two-stage centrifugation was used to separate Platelet-poor plasma from platelet-rich plasma from blood samples. MSC were pretreated for 24 hrs in complete cell culture supplemented with 0.1M sucrose. Tryphan blue was used to assess viability,use of PPP increased post-thaw viability by a lot,https://doi.org/10.1155/2019/4150690,,,,,,,,,,0.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.45,
α-MEM with 0.2M Sucrose + 1% DMSO,1%,-1°C/min to 80°C and stay overnight then to -196°C,68%,not mention,Not mention,,,,,,,,,,,,,0.01,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.68,
α-MEM with 0.2M Sucrose + 2% DMSO,2%,-1°C/min to 80°C and stay overnight then to -196°C,68.90%,not mention,Not mention,,,,,,,,,,,,,0.02,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.6890000000000001,
α-MEM with 0.2M Sucrose + 5% DMSO,5%,-1°C/min to 80°C and stay overnight then to -196°C,79.60%,not mention,Not mention,,,,,,,,,,,,,0.05,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.7959999999999999,
α-MEM with 0.2M Sucrose + 10% DMSO,10%,-1°C/min to 80°C and stay overnight then to -196°C,85.60%,not mention,Not mention,,,,,,,,,,,,,0.1,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.856,
PPP with 0.2M Sucrose ,0%,-1°C/min to 80°C and stay overnight then to -196°C,60.40%,not mention,Not mention,,,,,,,,,,,,,0.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.604,
PPP with 0.2M Sucrose + 1% DMSO,1%,-1°C/min to 80°C and stay overnight then to -196°C,77%,not mention,Not mention,,,,,,,,,,,,,0.01,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.77,
PPP with 0.2M Sucrose + 2% DMSO,2%,-1°C/min to 80°C and stay overnight then to -196°C,79%,not mention,Not mention,,,,,,,,,,,,,0.02,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.79,
PPP with 0.2M Sucrose + 5% DMSO,5%,-1°C/min to 80°C and stay overnight then to -196°C,83%,not mention,Not mention,,,,,,,,,,,,,0.05,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.83,
PPP with 0.2M Sucrose + 10% DMSO,10%,-1°C/min to 80°C and stay overnight then to -196°C,86.50%,not mention,Not mention,,,,,,,,,,,,,0.1,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.865,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"electroporation buffer (10 mM K2HPO4, 10 mM KH2PO4, 1 mM MgCl2) ",0%,-1°C/min to 80°C and stay overnight then to -196°C,5%,not mentioned ,not mentioned ,Electroporation was used to introduce trehalose to the cells. Tryphan blue was used for cell viability,,https://doi.org/10.1007/s10616-021-00465-4,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.05,
electroporation buffer + 10 mM trehalose,0%,-1°C/min to 80°C and stay overnight then to -196°C,6%,not mentioned ,not mentioned ,adipose derived mesenchymal cells ,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.06,
electroporation buffer + 50 mM trehalose,0%,-1°C/min to 80°C and stay overnight then to -196°C,12.50%,not mentioned ,not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.125,
electroporation buffer + 100 mM trehalose,0%,-1°C/min to 80°C and stay overnight then to -196°C,40%,not mentioned ,not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.4,
electroporation buffer + 250 mM trehalose,0%,-1°C/min to 80°C and stay overnight then to -196°C,72%,not mentioned ,not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.72,
